epoch,steps,training step,training data,training loss,training prec1,training prec5,training error1,training error5,validation step,validation data,validation loss,validation prec1,validation prec5,validation error1,validation error5
120,93720,0.15580968759124014,0.026688510416106592,0.05643064207212568,98.04337387964148,99.99199743918054,1.9566261203585213,0.008002560819463156,0.1501789730825242,0.08379769021538412,0.3450562392234802,89.81,99.68,10.189999999999998,0.3199999999999932
121,94501,0.15672998239075175,0.02664849791728275,0.057211913125501244,97.95134443021767,99.98999679897567,2.0486555697823263,0.010003201024332498,0.15007944927094088,0.08379767654807704,0.36484468703269957,89.43,99.75,10.569999999999993,0.25
122,95282,0.15586968848097799,0.026668484171282467,0.05569811466313355,98.04737516005122,99.99199743918054,1.9526248399487827,0.008002560819463156,0.14978087783619098,0.08399673024560236,0.37515769748687744,89.01,99.66,10.989999999999995,0.3400000000000034
123,96063,0.1559697397234498,0.026708518039249122,0.042754380645352044,98.58754801536492,99.99799935979513,1.4124519846350836,0.0020006402048693417,0.14928326940840217,0.08330007267605727,0.36159151859283445,89.36,99.76,10.64,0.23999999999999488
124,96844,0.15642986529615258,0.026788520751933588,0.03960813132142135,98.7215909090909,99.99599871959028,1.2784090909090935,0.0040012804097244725,0.14988038798046718,0.08369813755059698,0.3371617971420288,90.06,99.72,9.939999999999998,0.28000000000000114
125,97625,0.15564963881703864,0.026588480237504125,0.038671314916674825,98.7395966709347,99.99599871959028,1.2604033290652978,0.0040012804097244725,0.14938278866421645,0.0835986304435001,0.34670492172241213,89.75,99.65,10.25,0.3499999999999943
126,98406,0.15550535467003737,0.026568474446002407,0.03734254874718326,98.80561779769526,99.99799935979513,1.1943822023047375,0.0020006402048693417,0.14888517568065862,0.0831010220157113,0.340236732006073,89.98,99.75,10.019999999999996,0.25
127,99187,0.1554695589136375,0.026568451550492252,0.03534595705998081,98.84162932138284,99.99799935979513,1.1583706786171604,0.0020006402048693417,0.14928324511096736,0.08320052304844948,0.34786393604278565,90.1,99.74,9.900000000000006,0.2600000000000051
128,99968,0.15554959123784845,0.026608469849512,0.0357156613133323,98.86963828425095,99.99799935979513,1.1303617157490464,0.0020006402048693417,0.14908422178523556,0.08339959193187155,0.34876418981552126,89.69,99.75,10.310000000000002,0.25
129,100749,0.15554959093257498,0.02650843875508913,0.03362310113487872,98.94766325224072,99.99599871959028,1.0523367477592842,0.0040012804097244725,0.1494823155129791,0.08330011975233721,0.3588259344100952,89.72,99.66,10.280000000000001,0.3400000000000034
130,101530,0.15554958482710562,0.026548446064264004,0.03306355884491863,99.00368117797696,99.99599871959028,0.9963188220230421,0.0040012804097244725,0.14938277651549906,0.08359862892491043,0.3443257228374481,90.19,99.72,9.810000000000002,0.28000000000000114
131,102311,0.15556961290357055,0.02666850523515181,0.034496643674701795,98.9016485275288,100.0,1.0983514724711938,0.0,0.15087562609630026,0.08449433867339116,0.34550362906455995,90.01,99.65,9.989999999999995,0.3499999999999943
132,103092,0.15566961957611591,0.02664847532704606,0.030602804534184947,99.04969590268887,99.99799935979513,0.9503040973111325,0.0020006402048693417,0.1499799239407679,0.08369816032944212,0.3571917915344238,89.6,99.7,10.400000000000006,0.29999999999999716
133,103873,0.15572966167777205,0.02670851590233484,0.031616520503876915,99.00568181818181,99.99799935979513,0.994318181818187,0.0020006402048693417,0.1493827795526784,0.08330006508310889,0.3541634678840637,89.98,99.71,10.019999999999996,0.29000000000000625
134,104654,0.15576967234495506,0.02664849516982153,0.031001305357861917,99.00168053777209,99.99599871959028,0.9983194622279115,0.0040012804097244725,0.1497808322785007,0.0837976355461558,0.3402011474132538,90.0,99.71,10.0,0.29000000000000625
135,105435,0.15588969885158172,0.02658846466855722,0.031209443971304825,99.03169014084507,99.99599871959028,0.9683098591549282,0.0040012804097244725,0.14918374863399822,0.08349911118768583,0.354042244052887,89.58,99.67,10.420000000000002,0.3299999999999983
136,106216,0.15580968942288095,0.026688511942473934,0.030844664084277905,99.01768565941101,99.99799935979513,0.9823143405889851,0.0020006402048693417,0.14938278866421645,0.08419576723864124,0.35517341737747193,89.63,99.75,10.370000000000005,0.25
137,106997,0.15586970893430038,0.026828559199002275,0.028964563827394065,99.14372599231754,99.99799935979513,0.8562740076824582,0.0020006402048693417,0.1499799254593576,0.08379768110384607,0.35149945731163024,89.98,99.74,10.019999999999996,0.2600000000000051
138,107778,0.15561852503982915,0.026688511331926998,0.029764714050995098,99.07770486555698,100.0,0.9222951344430186,0.0,0.14958182413866566,0.08389719276671197,0.3436172463417053,89.92,99.77,10.079999999999998,0.23000000000000398
139,108559,0.15548958607428204,0.026588478100589844,0.030758518234334134,99.00968309859155,100.0,0.9903169014084483,0.0,0.15017896093380678,0.08399671961547463,0.3572949367523193,89.71,99.72,10.290000000000006,0.28000000000000114
140,109340,0.1556496360695774,0.026888572299678865,0.03013832242288907,99.0356914212548,100.0,0.9643085787452037,0.0,0.14978087479901162,0.08339964356392053,0.3777567558288574,89.42,99.67,10.579999999999998,0.3299999999999983
141,110121,0.15558959671538253,0.02660846038603447,0.028947760621693925,99.08570742637644,100.0,0.9142925736235554,0.0,0.14958181047135857,0.08349908992743037,0.3461130037307739,90.09,99.71,9.909999999999997,0.29000000000000625
142,110902,0.15572964244554352,0.02666848356073553,0.029085026107127473,99.08570742637644,99.99599871959028,0.9142925736235554,0.0040012804097244725,0.14978082164837297,0.08379762339743839,0.3581958771705627,89.65,99.8,10.349999999999994,0.20000000000000284
143,111683,0.15560962662348826,0.026748538475183152,0.029159750517519734,99.06770166453265,100.0,0.9322983354673511,0.0,0.1494822653995198,0.08379763402756613,0.351282248544693,90.07,99.69,9.930000000000007,0.3100000000000023
144,112464,0.15584970161643133,0.026748530232799494,0.0279631955637364,99.1057138284251,100.0,0.8942861715749046,0.0,0.14948226995528882,0.08349906866717491,0.33996223330497743,90.06,99.77,9.939999999999998,0.23000000000000398
145,113245,0.15554960528042802,0.02656847200381466,0.028107033434315618,99.1577304737516,99.99599871959028,0.8422695262484012,0.0040012804097244725,0.14958182869443468,0.0835986304435001,0.37394803190231324,89.76,99.62,10.239999999999995,0.37999999999999545
146,114026,0.15536949668132083,0.026688460045984245,0.02818326931566038,99.14572663252241,99.99599871959028,0.8542733674775889,0.0040012804097244725,0.14928322840648092,0.08339954333700192,0.37117449388504026,89.83,99.72,10.170000000000002,0.28000000000000114
147,114807,0.1557696604392898,0.02676852503445634,0.02818828204911436,99.09170934699104,99.99799935979513,0.9082906530089616,0.0020006402048693417,0.14948225173221272,0.08330000889529089,0.32385617473125455,90.52,99.78,9.480000000000004,0.21999999999999886
148,115588,0.15588971594689596,0.02672852566239165,0.026548400621446238,99.19574263764405,99.99799935979513,0.8042573623559548,0.0020006402048693417,0.14968134339447994,0.08389719276671197,0.34634102053642274,89.96,99.76,10.040000000000006,0.23999999999999488
149,116369,0.15560960494907197,0.026568453076859594,0.027671904879098666,99.12572023047375,100.0,0.8742797695262539,0.0,0.1492832496667364,0.08339959648764057,0.3612996250629425,89.37,99.7,10.629999999999995,0.29999999999999716
150,117150,0.15558960343139883,0.026548452780280316,0.02652602721954888,99.16773367477593,100.0,0.8322663252240687,0.0,0.15086641129414746,0.08498273381761684,0.36875673880577087,89.97,99.69,10.030000000000001,0.3100000000000023
151,117931,0.15550959400269804,0.02650845523985644,0.025798651972897685,99.2277528809219,100.0,0.7722471190781022,0.0,0.14948230184567202,0.08389720035966035,0.351187970161438,90.27,99.7,9.730000000000004,0.29999999999999716
152,118712,0.1556296116563941,0.026548447285357876,0.02600845369234891,99.2097471190781,99.99799935979513,0.7902528809218978,0.0020006402048693417,0.1499799300151266,0.08399673024560236,0.3432491594076157,90.28,99.77,9.719999999999999,0.23000000000000398
153,119493,0.15570965649681726,0.02658847901641025,0.027122875329741444,99.1757362355954,99.99799935979513,0.8242637644046056,0.0020006402048693417,0.14928323751801897,0.08349908992743037,0.3577791624546051,90.05,99.66,9.950000000000003,0.3400000000000034
154,120274,0.1558096665273708,0.026608461912401814,0.025268050599914813,99.20174455825864,100.0,0.798255441741361,0.0,0.14997990875487116,0.08389717909940489,0.3382252320289612,90.54,99.71,9.459999999999994,0.29000000000000625
155,121055,0.15566964552436077,0.026568474751275876,0.027058315686356853,99.18774007682458,100.0,0.812259923175418,0.0,0.14978088087337033,0.08379767502948737,0.3642709550857544,89.84,99.67,10.159999999999997,0.3299999999999983
156,121836,0.15584970314279867,0.02676853968758284,0.02535781047751748,99.23775608194622,100.0,0.7622439180537839,0.0,0.15007944471517187,0.08429529864317292,0.3827628809928894,89.79,99.63,10.209999999999994,0.37000000000000455
157,122617,0.15558961991616616,0.02670851590233484,0.025308183987032284,99.19974391805378,100.0,0.8002560819462161,0.0,0.1497808383528594,0.08399668620650176,0.3820446451663971,89.88,99.69,10.120000000000005,0.3100000000000023
158,123398,0.15572966442523326,0.026648499138376625,0.024945862796372245,99.27776888604353,100.0,0.7222311139564681,0.0,0.15017896548957582,0.08409624798282696,0.3400605783462524,90.43,99.72,9.569999999999993,0.28000000000000114
159,124179,0.15574967174310234,0.02684856621159787,0.02425719949770981,99.27576824583866,99.99599871959028,0.7242317541613374,0.0040012804097244725,0.14958183173161405,0.08379767199230802,0.35413081207275393,90.09,99.7,9.909999999999997,0.29999999999999716
160,124960,0.15576967722933058,0.026888577489327836,0.024926570872567527,99.19974391805378,99.99799935979513,0.8002560819462161,0.0020006402048693417,0.14968135098742832,0.08399671961547463,0.3522477795124054,90.28,99.67,9.719999999999999,0.3299999999999983
161,125741,0.15562961745659,0.026628479914842282,0.023756505723532276,99.29777528809218,100.0,0.7022247119078173,0.0,0.14918374863399822,0.08349913244794128,0.3527289574623108,90.11,99.69,9.89,0.3100000000000023
162,126522,0.15596971988067432,0.026568455824320814,0.024615839023558034,99.24175736235595,99.99799935979513,0.7582426376440452,0.0020006402048693417,0.15027848322680043,0.08389719884107068,0.36616705970764163,90.05,99.69,9.950000000000003,0.3100000000000023
163,127303,0.15575192099802015,0.026930840158889906,0.024155347370727418,99.24575864276568,99.99799935979513,0.7542413572343207,0.0020006402048693417,0.14988033938559758,0.08369809806726541,0.3593746157169342,90.2,99.7,9.799999999999997,0.29999999999999716
164,128084,0.15586969306008,0.02664848479052359,0.023941026215898244,99.28977272727273,100.0,0.7102272727272663,0.0,0.14958183173161405,0.0835986501851659,0.34612396850585936,90.31,99.74,9.689999999999998,0.2600000000000051
165,128865,0.1553495244699007,0.02646842503517141,0.02423388615880214,99.24575864276568,99.99599871959028,0.7542413572343207,0.0040012804097244725,0.14968134339447994,0.08369814818072471,0.35521813039779665,90.22,99.65,9.780000000000001,0.3499999999999943
166,129646,0.15550959308687765,0.026548472623055784,0.023807972655291748,99.23775608194622,100.0,0.7622439180537839,0.0,0.14968136009896638,0.08369815273649374,0.3566738512039185,90.37,99.66,9.629999999999995,0.3400000000000034
167,130427,0.1555295759828692,0.026568447581937157,0.02440117459825303,99.23775608194622,100.0,0.7622439180537839,0.0,0.14997991482922984,0.08359863499926913,0.3537886384487152,90.36,99.77,9.64,0.23000000000000398
168,131208,0.15580968972815443,0.026648496085641935,0.023606297234490647,99.27576824583866,100.0,0.7242317541613374,0.0,0.14968133732012123,0.08379765680641126,0.35939775543212893,90.49,99.72,9.510000000000005,0.28000000000000114
169,131989,0.1553695467461697,0.02662849212578103,0.024762753673880415,99.24775928297055,100.0,0.7522407170294514,0.0,0.14948226995528882,0.0837976476948732,0.34985705585479737,90.63,99.73,9.370000000000005,0.269999999999996
170,132770,0.15562963241498998,0.026648498833103156,0.02276762947917137,99.30577784891165,99.99799935979513,0.6942221510883542,0.0020006402048693417,0.14968129783678966,0.08359857881145114,0.36783212389945985,89.87,99.75,10.129999999999995,0.25
171,133551,0.15558962052671307,0.026608489081740534,0.021918327059887742,99.36979833546735,100.0,0.6302016645326489,0.0,0.15017890474598877,0.08389712898594559,0.34977377910614016,90.29,99.72,9.709999999999994,0.28000000000000114
172,134332,0.1555895957995621,0.026568453076859594,0.023362097744180053,99.30577784891165,100.0,0.6942221510883542,0.0,0.14958179832264118,0.08349907322294393,0.3660687195301056,89.87,99.64,10.129999999999995,0.35999999999999943
173,135113,0.15548958546373512,0.026568469866900375,0.024045526781018046,99.285771446863,100.0,0.714228553137005,0.0,0.14918373496669113,0.08320053671575656,0.363017681312561,89.82,99.66,10.180000000000007,0.3400000000000034
174,135894,0.15548958912701674,0.026568475667096282,0.023225974320182422,99.31978233034572,100.0,0.680217669654283,0.0,0.15027845589218625,0.08409620090654701,0.36172239856719973,90.04,99.68,9.959999999999994,0.3199999999999932
175,136675,0.15647182238697244,0.027448739346102473,0.024108697859410593,99.25576184379001,99.99599871959028,0.7442381562099882,0.0040012804097244725,0.15007944927094088,0.0838972094711984,0.36439128625392914,89.98,99.66,10.019999999999996,0.3400000000000034
176,137456,0.1557696613551102,0.02658846711074497,0.022830156215899428,99.32578425096031,100.0,0.6742157490396892,0.0,0.15007943104786478,0.08489241265946892,0.3643398505687714,89.89,99.7,10.11,0.29999999999999716
177,138237,0.15538953483181026,0.026948573189416708,0.023018293507235,99.29777528809218,100.0,0.7022247119078173,0.0,0.14968136009896638,0.08459385641061576,0.3470700990200043,90.47,99.71,9.530000000000001,0.29000000000000625
178,139018,0.1551894912646461,0.02682855584099412,0.023263622537999393,99.32178297055057,100.0,0.6782170294494279,0.0,0.15027843007616176,0.08459380022279776,0.34882399616241455,90.47,99.69,9.530000000000001,0.3100000000000023
179,139799,0.15518948973827876,0.026848563769410118,0.022793778932621172,99.32978553137004,99.99799935979513,0.6702144686299647,0.0020006402048693417,0.14948230640144106,0.08449433563621181,0.3553592784881592,90.32,99.69,9.680000000000007,0.3100000000000023
180,140580,0.15552953721313867,0.02678848106638265,0.021346343311549148,99.3557938540333,100.0,0.6442061459667059,0.0,0.14978087935478065,0.08379768262243574,0.3700184009552002,90.06,99.75,9.939999999999998,0.25
181,141361,0.15558959732592945,0.026648477463960343,0.02336756057474433,99.32778489116517,100.0,0.672215108834834,0.0,0.14958182869443468,0.08349912333640323,0.3574931277275085,90.21,99.67,9.790000000000006,0.3299999999999983
182,142142,0.15570965832845807,0.026748533285534185,0.023306110504151305,99.28377080665813,100.0,0.7162291933418743,0.0,0.14948222591618823,0.08389712443017656,0.36136739516258237,90.07,99.7,9.930000000000007,0.29999999999999716
183,142923,0.15576965433382042,0.026628471367185155,0.023776971476293252,99.23375480153649,100.0,0.7662451984635084,0.0,0.14948228210400624,0.0836981299576486,0.3795069506645203,89.49,99.72,10.510000000000005,0.28000000000000114
184,143704,0.1554495607539725,0.026608473207520158,0.022555512551423375,99.35379321382842,99.99799935979513,0.6462067861715752,0.0020006402048693417,0.1494822729924682,0.08359859096016853,0.36221962275505065,89.99,99.63,10.010000000000005,0.37000000000000455
185,144485,0.15572964794046595,0.02672850917762434,0.02287208837923259,99.30977912932138,100.0,0.6902208706786155,0.0,0.14888514682745477,0.08310101442276292,0.36418677515983583,89.82,99.74,10.180000000000007,0.2600000000000051
186,145266,0.1555896193056192,0.026548468349227222,0.02257563421805598,99.33978873239437,100.0,0.6602112676056322,0.0,0.14968134035730057,0.08359861070183432,0.36809769468307496,90.04,99.66,9.959999999999994,0.3400000000000034
187,146047,0.1561653287401578,0.02680853478581896,0.022358301798031974,99.31378040973111,99.99799935979513,0.686219590268891,0.0020006402048693417,0.1492832117019945,0.08310097038366232,0.35907541518211367,90.29,99.7,9.709999999999994,0.29999999999999716
188,146828,0.15578966745188538,0.026708502775575686,0.023090740725417145,99.29377400768246,100.0,0.7062259923175418,0.0,0.14928326485263313,0.08359863955503816,0.3587789964199066,90.28,99.68,9.719999999999999,0.3199999999999932
189,147609,0.15560960433852505,0.026608466186230376,0.02152518859841454,99.36779769526248,100.0,0.6322023047375183,0.0,0.1490842248224149,0.0833995949690509,0.3626717321872711,89.98,99.7,10.019999999999996,0.29999999999999716
190,148390,0.1554895720317025,0.02658846527910416,0.021803187542665324,99.38180217669654,100.0,0.6181978233034613,0.0,0.14918373344810146,0.08320059594075391,0.3528102993488312,90.22,99.69,9.780000000000001,0.3100000000000023
191,149171,0.15536954857781052,0.026468440604118317,0.023748103567374043,99.26576504481434,100.0,0.7342349551856557,0.0,0.14878564883189596,0.0829019743925447,0.35044333181381226,90.51,99.7,9.489999999999995,0.29999999999999716
192,149952,0.15542956625758914,0.02654846621231294,0.02355268044771672,99.33378681177977,99.99599871959028,0.666213188220226,0.0040012804097244725,0.14958183325020372,0.08349912181781356,0.3629407781124115,89.99,99.68,10.010000000000005,0.3199999999999932
193,150733,0.15558959763120292,0.026708495754285903,0.022202370857650585,99.3557938540333,99.99799935979513,0.6442061459667059,0.0020006402048693417,0.14928318740455968,0.08359855451401632,0.35322036714553834,90.31,99.76,9.689999999999998,0.23999999999999488
194,151514,0.15552957750923654,0.026448414054020725,0.022761221431319752,99.31177976952625,100.0,0.6882202304737461,0.0,0.1492832678898125,0.08349910815050647,0.36216062421798706,90.11,99.73,9.89,0.269999999999996
195,152295,0.15562963241498998,0.026668504929878344,0.023125610706633704,99.3317861715749,99.99799935979513,0.6682138284250954,0.0020006402048693417,0.1492832724455815,0.08330008026900565,0.3559324464797974,89.95,99.66,10.049999999999997,0.3400000000000034
196,153076,0.15568965162113596,0.026668504319331404,0.022220245034227603,99.34579065300896,99.99799935979513,0.6542093469910384,0.0020006402048693417,0.14928326637122283,0.08330007267605727,0.34466621119976043,90.43,99.69,9.569999999999993,0.3100000000000023
197,153857,0.1556496235533652,0.026628478083201467,0.023253207670932544,99.27776888604353,100.0,0.7222311139564681,0.0,0.1498803439413666,0.08379763402756613,0.364896239566803,90.02,99.74,9.980000000000004,0.2600000000000051
198,154638,0.1555496055857015,0.026788540899982526,0.022518909499335382,99.31578104993598,99.99599871959028,0.6842189500640217,0.0040012804097244725,0.14938273703216748,0.08369813755059698,0.34919143042564393,90.59,99.68,9.409999999999997,0.3199999999999932
199,155419,0.1554295696155973,0.026548468959774158,0.02287481687533718,99.285771446863,100.0,0.714228553137005,0.0,0.15059371207170424,0.08451099152777605,0.37767426826953887,89.78,99.68,10.219999999999999,0.3199999999999932
200,156200,0.15532953516316628,0.026588478100589844,0.02306572823915225,99.28777208706786,100.0,0.7122279129321356,0.0,0.14978087783619098,0.08419575964569286,0.35716790246963503,90.01,99.7,9.989999999999995,0.29999999999999716
